NOMBRE_ARCHIVO;NUMERO_FACTURA;NIT_ADQUIRIENTE;RAZON_SOCIAL_ADQUIRIENTE;DIRECCION_ADQUIRIENTE;CORREO_ADQUIRIENTE;TELEFONO_ADQUIRIENTE;CIUDAD_MUNICIPIO_ADQUIRIENTE;NUMERO_AUTORIZACION_ELECTRONICA;CODIGO_QR;CODIGO_CUFE;VALOR_TOTAL;IVA_TOTAL;FECHA_GENERACION;NIT_EMISOR;RAZON_SOCIAL_EMISOR
layout_21_020;E1BB842439;265190836;DANIEL ARMANDO SILVA CASTRO;AC 46 # 107 - 52;daniel.castro@correo.com;2059646;Fusagasuga;77342629427729;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=5a6f117e5c7cb661f34475267e4257e16be04538741783cbd2e05953186950c7d2a8c097b39e414c72032ce0f0010fed;5a6f117e5c7cb661f34475267e4257e16be04538741783cbd2e05953186950c7d2a8c097b39e414c72032ce0f0010fed;9.909,65;1.582,21;2024-01-06 14:01:05;901033735-5;EASY PUNTO S.A.S.
layout_22_007;1373154368;7215368;NUBIA ANGELA CORTES MENDOZA;TV 99 # 69 - 38;;;PASTO - ATLANTICO - COLOMBIA;29071729646855;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=3f3de9e46c9edfe2ce80b3e71da663d1c0fd1847b567b5b1cae469aa5d29b77f8a99ceab88a1999406264a02b89a597d;3f3de9e46c9edfe2ce80b3e71da663d1c0fd1847b567b5b1cae469aa5d29b77f8a99ceab88a1999406264a02b89a597d;58,574.85;9,352.29;2024-08-10   09:19:47;890100477-8;EL HERALDO S.A.
layout_22_008;3926297887;8048817;NANCY LAURA HENAO NIETO;CL 134 # 89 - 51;;;SANTA MARTA - ATLANTICO - COLOMBIA;33506614917673;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=19dbf3e1bd58b6530aac6e14245b1e49bdc4ca2f1d9b896624a9c5f3bbe7d2a06ee34ab8862ad4b3d5266ef4430f1252;19dbf3e1bd58b6530aac6e14245b1e49bdc4ca2f1d9b896624a9c5f3bbe7d2a06ee34ab8862ad4b3d5266ef4430f1252;69,145.74;11,040.08;2024-09-13   08:28:58;890100477-8;EL HERALDO S.A.
layout_22_009;6974945281;3382304;MONICA PATRICIA LOZANO OCAMPO;AK 120 # 43 - 99;;;MAICAO - ATLANTICO - COLOMBIA;91009943871138;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=028b46ea10e153c65b36f3ce7ac350abe8371d099af5144f628343084947f8cec7520c2fe39de2232d4fe1a8c2c1b57d;028b46ea10e153c65b36f3ce7ac350abe8371d099af5144f628343084947f8cec7520c2fe39de2232d4fe1a8c2c1b57d;40,199.89;6,418.47;2024-03-12   12:58:31;890100477-8;EL HERALDO S.A.
layout_22_010;3590402290;2538187;EMMANUEL OMAR MEJIA MONTOYA;CLL 155 # 111 - 74;;;ITAGUI - ATLANTICO - COLOMBIA;65408110425708;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=607d6b6df689691e5b1fc262ef7725cc1cfbab28a5b054f7b5509f0f38fbb939aa339d4136a950fc458dc6fccda0f384;607d6b6df689691e5b1fc262ef7725cc1cfbab28a5b054f7b5509f0f38fbb939aa339d4136a950fc458dc6fccda0f384;24,300.61;3,879.93;2024-02-22   14:43:00;890100477-8;EL HERALDO S.A.
layout_22_011;0208582050;0265716;FERNANDA LUISA VERA SILVA;KR 61 # 44 - 60;;;RIONEGRO - ATLANTICO - COLOMBIA;58852612703890;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=786680bf0f99bf5fe33c22c72d45961a0ad97b0dbd85c459c3c71e9e7c2be18bc22fb4494f6fba17a8e655b2be0b05e3;786680bf0f99bf5fe33c22c72d45961a0ad97b0dbd85c459c3c71e9e7c2be18bc22fb4494f6fba17a8e655b2be0b05e3;34,050.23;5,436.59;2024-06-16   07:54:10;890100477-8;EL HERALDO S.A.
layout_22_012;4469243031;0841939;ANA CECILIA CASAS AGUILAR;CRA 110 # 97 - 29;;;DOSQUEBRADAS - ATLANTICO - COLOMBIA;06181028448397;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=ec98ce997c437dde3248bb603b229119672b6943b0bf13e168ada8345a3576d0e0d8f1fe9d3453c02767728f2eda92de;ec98ce997c437dde3248bb603b229119672b6943b0bf13e168ada8345a3576d0e0d8f1fe9d3453c02767728f2eda92de;69,612.33;11,114.57;2024-09-16   08:04:01;890100477-8;EL HERALDO S.A.
layout_22_013;9477747602;4522499;CARLOS WILMER ESPINOSA TOVAR;KR 62 # 110 - 6;;;ENVIGADO - ATLANTICO - COLOMBIA;96640253551745;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=c899773a72e1bff67900dd7d2db02bc9bb57d552808f831dbe5c31d59b99e7921550ae5a04ea6dd6f1f2231a581e4bd0;c899773a72e1bff67900dd7d2db02bc9bb57d552808f831dbe5c31d59b99e7921550ae5a04ea6dd6f1f2231a581e4bd0;60,050.98;9,587.97;2024-09-11   09:14:16;890100477-8;EL HERALDO S.A.
layout_22_014;7342938404;5717502;MAURICIO ALBERTO BAUTISTA OSORIO;CR 37 # 1 - 48;;;POPAYAN - ATLANTICO - COLOMBIA;34499664492437;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=587232ad3331e1109ce77c1bb76f710dcac3fb5658ff363c13b38e41bf316a753e327c80c6a5fe3bc8a35fe50fc4cfab;587232ad3331e1109ce77c1bb76f710dcac3fb5658ff363c13b38e41bf316a753e327c80c6a5fe3bc8a35fe50fc4cfab;41,279.20;6,590.80;2024-03-16   08:04:19;890100477-8;EL HERALDO S.A.
layout_22_015;0867079010;9127388;MILENA NANCY FRANCO FERNANDEZ;KR 63 # 11 - 45;;;CUCUTA - ATLANTICO - COLOMBIA;94222516665508;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=d7d88557bbc41e0b99a246b2a037c81f2b14f04e0e36601bef914d93e68a432bb7ee7ba7680b57561d17edec7c169b27;d7d88557bbc41e0b99a246b2a037c81f2b14f04e0e36601bef914d93e68a432bb7ee7ba7680b57561d17edec7c169b27;40,406.83;6,451.51;2025-01-22   07:38:44;890100477-8;EL HERALDO S.A.
layout_22_016;9072344340;3627473;BEATRIZ ZULMA OCAMPO ESCOBAR;AC 1 # 80 - 79;;;PALMIRA - ATLANTICO - COLOMBIA;17954252613349;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=f29995726cd96575f199bbda2eaec3881a59f340cd2a2516bab1caeb2f92d260c16aee85e4d09b8a5215c157461f43d7;f29995726cd96575f199bbda2eaec3881a59f340cd2a2516bab1caeb2f92d260c16aee85e4d09b8a5215c157461f43d7;40,848.89;6,522.09;2024-11-07   13:46:01;890100477-8;EL HERALDO S.A.
layout_22_017;4584532864;8243133;RODRIGO PABLO SERRANO RUIZ;AC 125 # 119 - 58;;;SINCELEJO - ATLANTICO - COLOMBIA;92175172610047;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=8664298ff360f8e9ea2ad9faad5c556b8b3976b3b5e3bd518a74854193036ad1dee0ca08d1351fc70626788b797088e3;8664298ff360f8e9ea2ad9faad5c556b8b3976b3b5e3bd518a74854193036ad1dee0ca08d1351fc70626788b797088e3;36,246.53;5,787.26;2024-02-23   15:49:05;890100477-8;EL HERALDO S.A.
layout_22_018;3453581583;4418549;BENJAMIN JOSE MEDINA RAMIREZ;CRA 71 # 61 - 47;;;DUITAMA - ATLANTICO - COLOMBIA;57621638963335;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=5fb8e4a4c5fc962f14e9baaaa8561d2df83709f35ed235875370127e00df289b61facc482da1d67a8bd69686f0036e72;5fb8e4a4c5fc962f14e9baaaa8561d2df83709f35ed235875370127e00df289b61facc482da1d67a8bd69686f0036e72;31,548.41;5,037.14;2024-02-20   11:00:04;890100477-8;EL HERALDO S.A.
layout_22_019;5086828027;2070398;ZULMA BEATRIZ DUARTE RAMIREZ;CR 99 # 18 - 36;;;TURBO - ATLANTICO - COLOMBIA;07472714545813;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=ecd97ee09ca5d4f7730e4599788cbb142b73ea9db8aba6c181d9a23cb7e24805558a967d8b37814ec7d8df0e5145f7f6;ecd97ee09ca5d4f7730e4599788cbb142b73ea9db8aba6c181d9a23cb7e24805558a967d8b37814ec7d8df0e5145f7f6;20,395.15;3,256.37;2025-03-28   08:50:31;890100477-8;EL HERALDO S.A.
layout_22_020;0264114320;1000134;SARA INGRID SANCHEZ TORRES;TV 65 # 56 - 47;;;NEIVA - ATLANTICO - COLOMBIA;35670403860671;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=32450e593cb6ed6b95478d4c013616c90ad6231177a8e822c9b3cb09cda758606c42b439721b50a7cfc2eb6dd7ecd61a;32450e593cb6ed6b95478d4c013616c90ad6231177a8e822c9b3cb09cda758606c42b439721b50a7cfc2eb6dd7ecd61a;40,260.04;6,428.07;2024-07-28   16:34:05;890100477-8;EL HERALDO S.A.
layout_23_007;LKHN29036;575063071;Paula Carolina Acosta Gonzalez;CRA 9 # 61 - 91;paula.gonzalez@correo.com;;ITAGUI, Colombia;92170905846341;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=b72306030e4506b959b769ed124e11e3dc18976c9760070c117c0694c0586d850dc04a746e7a01af5e23fd22e1ea0768;b72306030e4506b959b769ed124e11e3dc18976c9760070c117c0694c0586d850dc04a746e7a01af5e23fd22e1ea0768;18.750;;09.06.2024 18:31:19;830129327-1;FARMATODO COLOMBIA S.A
layout_23_008;LKHN84748;296050011;Sergio Mateo Henao Trujillo;KR 55 # 35 - 6;sergio.trujillo@hotmail.com;;MONTERIA, Colombia;12925697610899;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=c59b365682177556b7428421b76c235f57e9f8ce66d62f2259c79428bd4e38b476f9b0a23148ea79372a929384828eab;c59b365682177556b7428421b76c235f57e9f8ce66d62f2259c79428bd4e38b476f9b0a23148ea79372a929384828eab;14.400;;28.01.2024 13:27:31;830129327-1;FARMATODO COLOMBIA S.A
layout_23_009;LKHN78297;869815748;David Francisco Martinez Franco;CL 123 # 16 - 57;david.franco@outlook.com;;YOPAL, Colombia;20502557382784;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=6a54987ea8e5d4d28f485585882fb458df19d8cd9791f83cf723e95b576186efc0c04e1c99255737c317bede49f04d2c;6a54987ea8e5d4d28f485585882fb458df19d8cd9791f83cf723e95b576186efc0c04e1c99255737c317bede49f04d2c;30.900;;01.09.2024 11:46:53;830129327-1;FARMATODO COLOMBIA S.A
layout_23_010;LKHN79816;171215272;Emilio Martin Diaz Quintero;AC 19 # 11 - 23;emilio.quintero@outlook.com;;CARTAGO, Colombia;97626079204034;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=3ef519db8e06a3700b71ccbdb65648bb3f959a352f3946d329b0415f84fbc047199afebd69f750427043c3538f39c05b;3ef519db8e06a3700b71ccbdb65648bb3f959a352f3946d329b0415f84fbc047199afebd69f750427043c3538f39c05b;32.350;;21.06.2025 10:52:43;830129327-1;FARMATODO COLOMBIA S.A
layout_23_011;LKHN31187;301147467;Arturo Camilo Romero Munoz;CRA 49 # 53 - 59;arturo.munoz@outlook.com;;ITAGUI, Colombia;10065083518423;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=ffe06c8ff7bd4ac791360390333f8e03d0ad7de061ed46e3e3d15ef428c120dc49a15936806b43cc13af12b86546e1f5;ffe06c8ff7bd4ac791360390333f8e03d0ad7de061ed46e3e3d15ef428c120dc49a15936806b43cc13af12b86546e1f5;12.000;;17.11.2024 13:56:13;830129327-1;FARMATODO COLOMBIA S.A
layout_23_012;LKHN31409;398931862;Paola Lorena Lozano Salazar;AK 82 # 67 - 8;paola.salazar@correo.com;;BOGOTA, Colombia;78152351114431;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=b462bd6521160be30af68b8c087e3a7312e401ae11fc12cca18d642b6a3d9f639d8d2ef319aa7e882c8efa65dcf49ba2;b462bd6521160be30af68b8c087e3a7312e401ae11fc12cca18d642b6a3d9f639d8d2ef319aa7e882c8efa65dcf49ba2;1.800;;14.06.2025 17:31:42;830129327-1;FARMATODO COLOMBIA S.A
layout_23_013;LKHN38086;429093503;Johana Claudia Nunez Navarro;CR 138 # 21 - 82;johana.navarro@correo.com;;RIONEGRO, Colombia;90204495260048;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=0681ffc241e5d94ee278027751ea5fec5c4ede92e20a2eb0b79aa2a2164876eec8e2a65e2007ac02ee4da4828cf13b02;0681ffc241e5d94ee278027751ea5fec5c4ede92e20a2eb0b79aa2a2164876eec8e2a65e2007ac02ee4da4828cf13b02;42.100;;15.02.2025 09:54:33;830129327-1;FARMATODO COLOMBIA S.A
layout_23_014;LKHN76337;517295772;Tomas William Camacho Trujillo;AK 24 # 83 - 13;tomas.trujillo@hotmail.com;;BARRANQUILLA, Colombia;63840801642116;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=fd0099c5c026be2fcf038bd37c7016df78ad87895f9c9bde827d21448ee5a26f0a6d47ed28ce423a8bad163584f92a5a;fd0099c5c026be2fcf038bd37c7016df78ad87895f9c9bde827d21448ee5a26f0a6d47ed28ce423a8bad163584f92a5a;7.050;;24.05.2024 15:12:18;830129327-1;FARMATODO COLOMBIA S.A
layout_23_015;LKHN34605;019518141;Carlos Victor Munoz Montoya;TV 101 # 59 - 64;carlos.montoya@yahoo.com;;SABANALARGA, Colombia;03763977990701;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=1c53ad7b4f209cf2ffce37d7b1afe5349fca4280c66d719f2eabc30b2d0a63285ec203ac43d369b503ec0d7478e656d6;1c53ad7b4f209cf2ffce37d7b1afe5349fca4280c66d719f2eabc30b2d0a63285ec203ac43d369b503ec0d7478e656d6;30.000;;28.08.2024 10:18:54;830129327-1;FARMATODO COLOMBIA S.A
layout_23_016;LKHN32144;100929988;Nelson Edwin Fernandez Franco;AC 147 # 60 - 46;nelson.franco@yahoo.com;;GIRON, Colombia;40148225515969;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=50beae96defe3d8a081f6ba496d89f78f417a5852fd8569163fae7a4fa8bd10a30066861e9c44e589197f5ec4fd2c179;50beae96defe3d8a081f6ba496d89f78f417a5852fd8569163fae7a4fa8bd10a30066861e9c44e589197f5ec4fd2c179;17.700;;10.03.2025 07:02:48;830129327-1;FARMATODO COLOMBIA S.A
layout_23_017;LKHN56539;401862519;Luisa Catalina Marin Suarez;CR 40 # 63 - 84;luisa.suarez@hotmail.com;;PEREIRA, Colombia;59381226253409;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=8630a633ba64a04df3dbd4aac1df4c759e9204a4f6ad72316d0b45d1cdf3f59ce39f78589b71512748ea2da1116126ac;8630a633ba64a04df3dbd4aac1df4c759e9204a4f6ad72316d0b45d1cdf3f59ce39f78589b71512748ea2da1116126ac;36.350;;13.05.2024 15:13:02;830129327-1;FARMATODO COLOMBIA S.A
layout_23_018;LKHN24271;298706437;Zulma Nubia Silva Duarte;CR 99 # 42 - 14;zulma.duarte@gmail.com;;BARRANQUILLA, Colombia;54810124273473;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=02b911178e5b369d676329489dabfd53e487828985e5efa55ea71c014989c537d75c9a57e1ea320004ad0b5bd3506d33;02b911178e5b369d676329489dabfd53e487828985e5efa55ea71c014989c537d75c9a57e1ea320004ad0b5bd3506d33;35.350;;28.06.2024 07:14:56;830129327-1;FARMATODO COLOMBIA S.A
layout_23_019;LKHN15105;663718447;Diana Nidia Barrera Munoz;AC 146 # 43 - 6;diana.munoz@outlook.com;;SANTA MARTA, Colombia;70595508756691;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=4e0c1251d40657d35a5c3eed2de689d3511a76d5680b5841c37d457957ea6c2f862f08f8b41f8f6ad730a5206ad87efa;4e0c1251d40657d35a5c3eed2de689d3511a76d5680b5841c37d457957ea6c2f862f08f8b41f8f6ad730a5206ad87efa;5.150;;16.02.2024 09:43:42;830129327-1;FARMATODO COLOMBIA S.A
layout_23_020;LKHN99319;759583203;Patricia Angela Gomez Montoya;TV 120 # 106 - 97;patricia.montoya@correo.com;;TUNJA, Colombia;59099790594583;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=6671a67811925d19b266f0b59e532bdf172b5ff79433f41b5a36aefc00e9f2c34a910af8e023d385facbe5fee53a09b6;6671a67811925d19b266f0b59e532bdf172b5ff79433f41b5a36aefc00e9f2c34a910af8e023d385facbe5fee53a09b6;17.050;;30.04.2025 17:00:24;830129327-1;FARMATODO COLOMBIA S.A
layout_24_007;PE15798;31294909;GUSTAVO HECTOR GONZALEZ FRANCO;Buenaventura - Atlantico;gustavo.franco@gmail.com;3101933695;;259732859913;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=29417235b98c0be4ac644ec8f7e6c33f5fc1ad592ba11a4ca8d92a33f33396d40c0a529ad148bf775c8151a8d226c43a;29417235b98c0be4ac644ec8f7e6c33f5fc1ad592ba11a4ca8d92a33f33396d40c0a529ad148bf775c8151a8d226c43a;139.375;22.253;2024-05-08 14:05:48-05:00;900393623-9;MULTIFRENOS DEL CARIBE
layout_24_008;PE5050;94443795;NELSON MIGUEL NUNEZ OCAMPO;Monteria - Atlantico;nelson.ocampo@yahoo.com;3138724191;;512713612209;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=b18ad7c432e3f721f164ba54213364d6e85f237509c38d6fdacbf35281acb6462de138bfd8c841512f1ffbc40a55bd0d;b18ad7c432e3f721f164ba54213364d6e85f237509c38d6fdacbf35281acb6462de138bfd8c841512f1ffbc40a55bd0d;92.087;14.703;2024-06-02 15:27:45-05:00;900393623-9;MULTIFRENOS DEL CARIBE
layout_24_009;PE14743;24822301;ADRIANA LUISA CASTILLO NUNEZ;Chia - Atlantico;adriana.nunez@gmail.com;3120128030;;126373343583;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=231864e6cee23af480c4d6ab39fdeb61b6ed4c6595e9594916625fc92ff996c0e8d685a9de1118a44f23ce64cc64ec12;231864e6cee23af480c4d6ab39fdeb61b6ed4c6595e9594916625fc92ff996c0e8d685a9de1118a44f23ce64cc64ec12;598.958;95.632;2025-04-02 14:02:56-05:00;900393623-9;MULTIFRENOS DEL CARIBE
layout_24_010;PE7061;14118109;JULIANA ANDREA CASTILLO CABRERA;Sogamoso - Atlantico;juliana.cabrera@outlook.com;3184863627;;745071004019;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=36f256c35b2b8fbfbcb8a80b21ed51fc2b9ea6411276b0479cf1bc8388053f91d897a060b3873c8d133ea2a67f8f2ba7;36f256c35b2b8fbfbcb8a80b21ed51fc2b9ea6411276b0479cf1bc8388053f91d897a060b3873c8d133ea2a67f8f2ba7;935.090;149.300;2024-01-21 13:10:23-05:00;900393623-9;MULTIFRENOS DEL CARIBE
layout_24_011;PE16522;11307989;YULIETH NANCY TRUJILLO MUNOZ;Yopal - Atlantico;yulieth.munoz@outlook.com;3212807988;;581259993885;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=d6d7a040fb4a7489c081fcdf43bce2fa15829ed31baf8230aedc9d08d063d49d44e43238fa9bac706d4e77b26f1af5e0;d6d7a040fb4a7489c081fcdf43bce2fa15829ed31baf8230aedc9d08d063d49d44e43238fa9bac706d4e77b26f1af5e0;798.673;127.519;2025-06-20 07:04:22-05:00;900393623-9;MULTIFRENOS DEL CARIBE
layout_24_012;PE4998;19747113;GLORIA MELISSA ACOSTA NIETO;Neiva - Atlantico;gloria.nieto@correo.com;3041908619;;650457155382;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=b3b56bc9ac0ed8f929aad189c3cdddca395e676dbf4c569fc14d95bc930567de7404d3f54c175147f8067b1b8c17305a;b3b56bc9ac0ed8f929aad189c3cdddca395e676dbf4c569fc14d95bc930567de7404d3f54c175147f8067b1b8c17305a;268.660;42.895;2024-06-04 17:57:05-05:00;900393623-9;MULTIFRENOS DEL CARIBE
layout_24_013;PE3741;81934232;JONATHAN DAVID MEDINA CORTES;Facatativa - Atlantico;jonathan.cortes@hotmail.com;3023060096;;201763659294;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=39d058decce07f01e2378e02c80c90961ccc0d22af3054d355b745a1e1d08396c43198c77ee24b10520386bb0002f557;39d058decce07f01e2378e02c80c90961ccc0d22af3054d355b745a1e1d08396c43198c77ee24b10520386bb0002f557;860.863;137.449;2024-01-07 07:26:23-05:00;900393623-9;MULTIFRENOS DEL CARIBE
layout_24_014;PE18084;47872597;ARMANDO MARTIN CARDENAS DELGADO;Cartagena - Atlantico;armando.delgado@hotmail.com;3121104687;;677641795403;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=501208d8a214b4c8b0a3ae9a999229d4d4c8ba767acdeb02e02d7c6433cb3328be633f50b2b5d55fed9b8556a5033df0;501208d8a214b4c8b0a3ae9a999229d4d4c8ba767acdeb02e02d7c6433cb3328be633f50b2b5d55fed9b8556a5033df0;825.947;131.874;2024-07-01 09:44:01-05:00;900393623-9;MULTIFRENOS DEL CARIBE
layout_24_015;PE14871;87941552;CLAUDIA MARCELA VERA HERRERA;Giron - Atlantico;claudia.herrera@hotmail.com;3507173065;;591570479728;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=aad0b9882fe31a7a02698bbb2f55af31911cdf0d4493bceb721848bb31a261297ffde24fd7c0b5a0f14104cdce1746ab;aad0b9882fe31a7a02698bbb2f55af31911cdf0d4493bceb721848bb31a261297ffde24fd7c0b5a0f14104cdce1746ab;818.345;130.660;2024-03-09 16:04:46-05:00;900393623-9;MULTIFRENOS DEL CARIBE
layout_24_016;PE7689;52838400;GERMAN EMILIO GONZALEZ MEJIA;Cucuta - Atlantico;german.mejia@hotmail.com;3127924482;;847881072479;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=70ecab62ac093f734f97f70463307b6aeaadb2bd4da2bbe5cf2bda64059c134bd24623a9c901c11956b4e306a8f0aa6f;70ecab62ac093f734f97f70463307b6aeaadb2bd4da2bbe5cf2bda64059c134bd24623a9c901c11956b4e306a8f0aa6f;560.040;89.418;2025-01-25 15:45:23-05:00;900393623-9;MULTIFRENOS DEL CARIBE
layout_24_017;PE15450;56064743;PATRICIA INGRID SANCHEZ MORENO;Cartago - Atlantico;patricia.moreno@yahoo.com;3218716081;;796104027178;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=d7ec998086f3f811c85bcef85dd9c7d3cb1083a9871b88b18a74eccf9b0480d5220fb6ede2b56073dcfaf295e2714864;d7ec998086f3f811c85bcef85dd9c7d3cb1083a9871b88b18a74eccf9b0480d5220fb6ede2b56073dcfaf295e2714864;646.002;103.143;2024-11-13 07:37:37-05:00;900393623-9;MULTIFRENOS DEL CARIBE
layout_24_018;PE14434;92518161;CAMILO ORLANDO RAMIREZ BAUTISTA;Tunja - Atlantico;camilo.bautista@correo.com;3150310907;;889393150892;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=705c96b280d7adc34035251acb31c207ff15417d8cf81c3920236b39f00fcf91379ca9e9980170ba81e3b05ce45bec27;705c96b280d7adc34035251acb31c207ff15417d8cf81c3920236b39f00fcf91379ca9e9980170ba81e3b05ce45bec27;929.972;148.483;2024-02-06 12:14:59-05:00;900393623-9;MULTIFRENOS DEL CARIBE
layout_24_019;PE1433;44878308;JUAN CAMILO MORALES LEON;Sabanalarga - Atlantico;juan.leon@outlook.com;3509093811;;003180065620;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=0994926ffa40d354d9b0e7b8c0ef1aa1da692d244950c0836b8293fe153631615e0bcc9e4da5360e929fc4425210286d;0994926ffa40d354d9b0e7b8c0ef1aa1da692d244950c0836b8293fe153631615e0bcc9e4da5360e929fc4425210286d;695.435;111.036;2025-04-25 17:54:25-05:00;900393623-9;MULTIFRENOS DEL CARIBE
layout_24_020;PE2405;39894218;DANIELA NUBIA HERRERA FUENTES;Manizales - Atlantico;daniela.fuentes@correo.com;3225818727;;494339321809;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=7bbeafd3ebb74408974cb5e97d98662c4282fe0762285aab60e236a90fca314f481ebd6c82da85ef64024ddf6a5945aa;7bbeafd3ebb74408974cb5e97d98662c4282fe0762285aab60e236a90fca314f481ebd6c82da85ef64024ddf6a5945aa;155.335;24.801;2024-12-08 12:00:54-05:00;900393623-9;MULTIFRENOS DEL CARIBE
layout_25_007;F1365171;5182110;CAMILA ISABEL GUZMAN NAVARRO;CL 16 # 84 - 14;camila.navarro@hotmail.com;3149640441;;0074772199129;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=17b753e2afd7bd5c815adbd1410f16feccb4776309c88b01fa296493d12c87600b16f57ba63534628651f7ad5fa4d34f;17b753e2afd7bd5c815adbd1410f16feccb4776309c88b01fa296493d12c87600b16f57ba63534628651f7ad5fa4d34f;1,108,120;62,248;2024-01-20 17:57:43-05:00;900108281;Luxottica Of Colombia S.A.S
layout_25_008;F1733377;4059843;TATIANA VIVIANA SILVA NAVARRO;CRA 168 # 36 - 79;tatiana.navarro@gmail.com;3134277329;;1456895864939;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=a59e637595a6f76794233a7fcd85ebd533bddf22c90971c28c5a1b5a6a564f9f5ffd1411c79c2dc66a0e098e28f9be6c;a59e637595a6f76794233a7fcd85ebd533bddf22c90971c28c5a1b5a6a564f9f5ffd1411c79c2dc66a0e098e28f9be6c;1,023,628;48,758;2024-04-29 12:10:11-05:00;900108281;Luxottica Of Colombia S.A.S
layout_25_009;F1985839;1211925;EDWIN IGNACIO PARRA BUSTOS;AC 164 # 3 - 73;edwin.bustos@outlook.com;3114469083;;7187301786260;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=5e481fa0bdd2f8415b8c00498b534e42af4bd5aa2a36811702452607c6d39f82d9adf557785b00868e1f35d846989f9a;5e481fa0bdd2f8415b8c00498b534e42af4bd5aa2a36811702452607c6d39f82d9adf557785b00868e1f35d846989f9a;1,150,539;69,021;2025-06-13 08:12:46-05:00;900108281;Luxottica Of Colombia S.A.S
layout_25_010;F1063100;3364251;VANESSA CAROLINA ORTIZ MORENO;KR 26 # 16 - 6;vanessa.moreno@correo.com;3197493586;;0281957236102;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=cd6af68d2ab545771d2d7f89c3ac1263907447d119157cb1d6a20a5f723de0d7c5510993e809be475d5f41d5f5f94da2;cd6af68d2ab545771d2d7f89c3ac1263907447d119157cb1d6a20a5f723de0d7c5510993e809be475d5f41d5f5f94da2;1,019,216;48,053;2024-04-14 07:08:11-05:00;900108281;Luxottica Of Colombia S.A.S
layout_25_011;F1683111;1659052;PATRICIA OLGA ESPINOSA DELGADO;CL 58 # 38 - 51;patricia.delgado@correo.com;3118211947;;3734260971854;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=d23b71839c4c73fc4d8b6399ff2afb9ba3a8e4945f617380d77ba723ab135ef987e0561919da00940f39dca784098445;d23b71839c4c73fc4d8b6399ff2afb9ba3a8e4945f617380d77ba723ab135ef987e0561919da00940f39dca784098445;1,111,359;62,765;2024-02-26 07:18:54-05:00;900108281;Luxottica Of Colombia S.A.S
